system   D            wsystem.c:583  maybe_parent_dir                 [   0.00040] Also searching D:\Dhr. Max Oomen\Documents\GitHub\platformer_1\
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10266] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10267] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10268] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10284] added dtor for object 027E8660, func 0F92259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10296] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10298] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10366] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10368] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10369] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10370] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10371] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10372] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10374] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10375] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10376] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10377] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10378] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10379] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10380] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10400] added dtor for object 027E8A30, func 0F92259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10410] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10411] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10481] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10483] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10484] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10485] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10486] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10487] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10488] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10489] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10490] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10492] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10493] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10494] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10495] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10515] added dtor for object 027E8B40, func 0F92259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10525] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10526] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10590] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10592] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10593] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10594] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10595] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10596] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10597] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10598] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10599] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10600] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10601] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10602] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10603] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10620] added dtor for object 027E8D90, func 0F92259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10629] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10630] _al_d3d_sync_bitmap (video) ref count == 1
audio-dsound D           dsound.cpp:234  _dsound_open                     [   0.10679] Loading DirectSound module
system   D            wsystem.c:583  maybe_parent_dir                 [   0.10689] Also searching D:\Dhr. Max Oomen\Documents\GitHub\platformer_1\
system   D            wsystem.c:633  _al_win_safe_load_library        [   0.10707] PathFindOnPath found: C:\Windows\system32\dsound.dll
system   D            wsystem.c:544  load_library_at_path             [   0.10709] Calling LoadLibrary C:\Windows\system32\dsound.dll
system   I            wsystem.c:547  load_library_at_path             [   0.10954] Loaded C:\Windows\system32\dsound.dll
audio-dsound I           dsound.cpp:251  _dsound_open                     [   0.10960] Starting DirectSound...
audio-dsound D           dsound.cpp:261  _dsound_open                     [   0.15971] DirectSoundCreate8 succeeded
audio    I              audio.c:286  do_install_audio                 [   0.16146] Using DirectSound driver
audio-dsound D           dsound.cpp:296  _dsound_allocate_voice           [   0.16153] Allocating voice
audio-dsound D           dsound.cpp:355  _dsound_allocate_voice           [   0.16154] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.16156] added dtor for object 027E8F68, func 0F92251D
dtor     D               dtor.c:184  _al_register_destructor          [   0.16160] added dtor for object 027C0440, func 0F922919
audio-dsound D           dsound.cpp:452  _dsound_start_voice              [   0.16161] Starting voice
audio-dsound D           dsound.cpp:481  _dsound_start_voice              [   0.16162] CreateSoundBuffer
audio-dsound D           dsound.cpp:490  _dsound_start_voice              [   0.16266] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:496  _dsound_start_voice              [   0.16268] Starting _dsound_update thread
audio-dsound I           dsound.cpp:506  _dsound_start_voice              [   0.16308] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.16312] added dtor for object 027E93C0, func 0F9223F6
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.16314] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.16315] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.16316] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.16318] added dtor for object 027E95C0, func 0F9223F6
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.16319] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.16321] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.16321] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.16326] added dtor for object 027E9180, func 0F9223F6
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.16350] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.16352] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.16353] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.16354] added dtor for object 027F59F8, func 0F9223F6
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.16356] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.16357] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.16358] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.16383] added dtor for object 02807B90, func 0F922383
dtor     D               dtor.c:184  _al_register_destructor          [   0.16402] added dtor for object 0280D428, func 0F922383
dtor     D               dtor.c:184  _al_register_destructor          [   0.16418] added dtor for object 02811CC0, func 0F922383
dtor     D               dtor.c:184  _al_register_destructor          [   0.16434] added dtor for object 027E9300, func 0F922383
acodec   I                ogg.c:201  _al_load_ogg_vorbis              [   0.16439] Loading sample snd/music/level1.ogg.
acodec   D                ogg.c:260  _al_load_ogg_vorbis_f            [   0.16564] channels 2
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   0.16566] word_size 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.16567] rate 44100
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.16568] total_samples 11358849
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.16569] total_size 45435396
dtor     D               dtor.c:184  _al_register_destructor          [   2.56709] added dtor for object 027E9298, func 0F922383
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.56723] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.56725]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.56727]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.56728] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.56729]  0.176777 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.56731]  0.000000 0.176777
dtor     D               dtor.c:184  _al_register_destructor          [   2.61890] added dtor for object 027F5C38, func 0F9227AC
dtor     D               dtor.c:184  _al_register_destructor          [   2.61892] added dtor for object 027F5F78, func 0F9224DC
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.61894] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.61895] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.61896] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.61897] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.61898] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.61900] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.61901] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.61902] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.61903] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   2.61904] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   2.61905] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   2.61906] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   2.61908] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.62083] added dtor for object 027F6058, func 0F92259F
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.62087] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.62088] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.62089] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.62090] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.62091] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.62093] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.62094] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.62095] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.62096] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   2.62097] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   2.62098] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   2.62099] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   2.62100] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.62795] added dtor for object 027F6168, func 0F92259F
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.78636] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.78638] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.78639] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.78640] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.78641] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.78642] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.78643] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.78644] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   2.78645] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   2.78646] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   2.78647] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   2.78649] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   2.78650] Chose bitmap format 9
font     D                ttf.c:216  alloc_glyph_region               [   2.78715] glyph 14x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.78791] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.78793] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79256] glyph 13x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79270] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79272] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79388] glyph 11x17 (12x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79399] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79400] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79441] glyph 7x13 (8x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79452] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79453] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79499] glyph 13x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79512] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79513] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79555] glyph 7x6 (8x8)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79566] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79567] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79617] glyph 16x5 (16x8)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79622] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79623] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79662] glyph 11x13 (12x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79673] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79675] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79712] glyph 13x13 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79723] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79724] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79762] glyph 20x13 (20x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79772] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79774] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79813] glyph 16x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79824] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79826] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79867] glyph 16x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79878] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79879] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79924] glyph 13x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79934] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79936] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.79976] glyph 13x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.79987] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.79988] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.80026] glyph 13x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.80037] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.80038] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.80076] glyph 13x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.80087] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.80088] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.80125] glyph 13x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.80136] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.80137] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.80176] glyph 13x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.80187] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.80188] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.80228] glyph 13x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.80239] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.80240] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.80277] glyph 11x13 (12x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.80288] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.80290] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.80327] glyph 13x13 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.80337] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.80339] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.80375] glyph 7x17 (8x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.80386] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.80387] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.80429] glyph 9x17 (12x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.80444] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.80445] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.80489] glyph 13x15 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.80500] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.80502] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.80546] glyph 13x13 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.80556] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.80558] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   2.80597] glyph 7x17 (8x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.80609] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.80611] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81186] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81189] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81210] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81212] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81222] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81224] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81232] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81233] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81241] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81243] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81251] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81252] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81260] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81261] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81270] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81271] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81284] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81285] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81294] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81295] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81303] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81304] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81312] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81313] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81321] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81322] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81330] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81331] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81338] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81340] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81347] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81349] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.81723] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.81727] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   2.82086] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   2.82088] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   3.00166] glyph 9x17 (12x20)
